Country Name,Country Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Lebanon,LBN,47306.6477780458,49356.0004133992,51278.0215030962,51949.6561226816,50086.979540284,44268.4905165187,40045.2631235984,38899.2329576722,38139.7872430811,
Liberia,LBR,3967.53631875203,3840.43359201435,3851.279779614,3810.66268238253,3632.1359747657,3501.93046315359,3552.53337996128,3560.59422168663,3613.20266342806,3676.20730593709
Libya,LBY,44520.2991879117,43026.3920279462,55587.6713587312,58661.9029590816,51242.4568460083,36185.0925804697,45229.5009092105,40704.0312662915,43916.1734452253,43071.0883281166
Saint Lucia,LCA,48715.7390378081,49231.2378051069,49879.4732946866,50613.859264576,48398.765011939,52493.0741683239,44990.6750084198,48273.9852430639,46278.0721733001,47776.111729831
Sri Lanka,LKA,34541.7186196969,35636.0161075014,37122.96791429,39219.258295415,38492.3046054386,37906.4919858928,39270.6983832458,36098.2631092768,35813.216724419,37328.9840035733
Lesotho,LSO,8965.27214011317,9352.65715954646,9144.34672736176,9089.59590139879,9051.90038262245,8419.12688400325,8474.37204871219,8219.12316476227,8218.43262866511,8316.55443334614
Lithuania,LTU,76801.0214808558,77299.3857573982,80902.192519544,83594.7655795249,87179.7320462365,88532.0964256695,93378.0229577859,93059.6610281119,92573.9347449267,95157.3495066464
Luxembourg,LUX,279422.322095591,289159.804652441,283681.966308706,280096.160839026,278531.95039928,275813.632690457,280240.207430894,271040.63664283,262738.786322278,263890.542768963
Latvia,LVA,66624.5652524446,68654.1104344662,70601.6923990441,72655.9084876075,73185.2969753186,72011.4661965091,79090.3958274739,78930.1045054851,80673.3010465513,81413.0704742626
Macao,MAC,203729.356957999,202685.033934702,225496.536276044,235862.240401565,227371.841988761,104630.840633899,127668.256830721,105678.617798218,192411.242651811,207952.902815435
Morocco,MAR,26892.2012699952,27106.1031591595,28677.4729530304,29002.8705005963,29259.2154513904,28278.6706293088,29491.311768939,29816.5752984061,30232.1059753619,30863.8439382427
Moldova,MDA,20723.9230631182,22126.9407847351,24128.1960368512,26053.1973384274,26679.3911604667,24613.6214885589,27298.0237785181,26756.4634367848,28734.3141127671,29395.2933355913
Madagascar,MDG,3319.04846996944,3354.83655692608,3390.82876109117,3404.00372108407,3458.33261464363,3173.64882153595,3213.3098542629,3234.91074781562,3270.15723848632,3305.97888701314
Maldives,MDV,45552.1100869171,45451.7026950717,45326.3111259456,45912.1804871254,45944.9909899399,30467.835803473,39441.8957487274,44138.8982968791,45905.0473849948,47805.216620208
Mexico,MEX,51302.9423619896,51285.0581958195,51419.0082648418,51377.9719490278,49950.118135227,49432.4171176253,48605.8099800835,48577.374232981,48596.642522115,48617.1410727246
North Macedonia,MKD,58982.0451537579,59615.8642262001,59505.3232685524,60513.1337170373,60060.3991777897,58270.1255011688,61549.0238121715,60889.7998787094,61645.2324631276,64987.1496138344
Mali,MLI,7424.75390922345,7695.02974268805,7932.73008654632,8058.94047039377,8329.11926012329,8347.58555946803,8033.28620561528,7793.46602065719,7933.69860770663,8053.64371702513
Malta,MLT,102174.611093638,102050.787712651,109052.956708455,108103.771531338,105225.628739858,98221.9980750406,107951.737135985,107669.523037162,110759.920471335,112195.535263112
Myanmar,MMR,11259.1113823979,12060.704035147,12966.671739003,13473.7165119172,14595.2571120443,13360.4995744934,13066.7803993776,13294.5522824574,13270.1510688442,13039.8384924609
Montenegro,MNE,60147.78039599,61505.6625665347,63158.356750137,64440.4347289755,65743.5727508099,62357.6401002355,72861.002711484,75754.1405134313,80342.5749972267,82463.0602762575
Mongolia,MNG,34930.5370853327,36759.3819743514,37637.7587949428,39389.0222516362,39979.8789252392,38034.2464283571,39709.5599869097,39449.6749518092,41679.6558974505,43211.3323541964
Mozambique,MOZ,3648.23349038411,3704.42691250801,3686.58071760562,3699.46792825539,3672.14354013346,3558.75011498225,3535.58224939175,3517.06372274792,3590.95339175944,3537.85105875046
Mauritania,MRT,28310.8644573571,28198.9189790316,29422.6830556968,29922.8658322081,29929.1497702785,29361.8540615442,28606.923420923,29050.1571333442,29948.3580979016,30496.3029598123
Mauritius,MUS,49269.623017968,51100.7928029986,52514.4374859347,54618.4605629266,55327.7956418186,51339.6629702971,55198.2932371047,55835.0585533233,58426.9720554456,61187.4266985429
Malawi,MWI,4424.95748062841,4450.02941217031,4537.77216818587,4579.20419039246,4678.6870933061,4524.65341438347,4642.98350048489,4472.05703668372,4395.18858407538,4337.09598578577
Malaysia,MYS,59125.3647895076,60720.0203856418,62747.4605294125,63955.9458506042,65049.0754014732,61430.3549029496,62176.271455079,65888.0978696756,66895.2519038272,68973.0384966334
Namibia,NAM,39903.5218828886,40291.0187226923,38572.5423752341,37629.936032415,36354.1559227401,33579.7607478822,33612.8539847606,33521.5891296162,33853.1178177312,34071.2465333396
Niger,NER,3966.27667503257,4035.46968595351,4080.91190493277,4214.85640650875,4302.80375224768,4329.70503001909,4225.12412845431,4507.02668791239,4397.05251678328,4586.27057206602
Nigeria,NGA,13845.6570255552,13266.0407124797,13023.284544572,12928.0073519328,12864.5744936215,12321.4794403303,12382.0668150572,12219.6270314658,11934.4702021964,11988.2102414366
Nicaragua,NIC,16490.2862044897,16748.2332635123,17065.3335221444,16571.5325236972,15892.5110066336,15529.8456563542,16591.6680435852,16667.2755381265,16981.0855528159,17219.8152747581
Netherlands,NLD,122295.98673033,123491.095860463,124644.951413734,124626.512029037,125178.328708006,120287.867981207,127515.889620962,130151.165208338,127813.139202278,128300.740115224
Norway,NOR,165679.807723997,167166.14598339,170858.739955874,170022.688936972,169374.750118894,167390.300678825,171112.172711024,171968.13148833,171584.295713619,173777.392448474
Nepal,NPL,15558.1752756295,15495.0204059436,16806.1056110793,17985.8503317738,18707.2685209573,18394.6880415001,18524.7137861511,18890.9384172735,19171.4887814041,19867.2930740574
New Zealand,NZL,86744.6833306408,86062.8987783518,85415.5954301697,86264.1240868289,86917.1526937509,85416.469449748,87326.7989947891,88909.4713172782,87345.0859325599,86511.9294628078
Oman,OMN,76424.3752535112,75375.046247498,72336.5403932497,72538.5092814841,73837.6753424865,79434.1103380954,82355.4790107926,82350.2047713743,76799.4913508411,74163.9925493632
Pakistan,PAK,15119.3507533482,15772.201408119,16465.4785003366,17412.5637527461,17420.0006655639,17045.3771404019,17411.9769187741,17748.6418803598,17371.4813461325,17577.1562039894
Panama,PAN,66113.5341307729,67423.3391567895,70613.0406665078,69933.8473546191,70486.5019861626,64448.6116850927,74146.6291634079,74674.9120871633,78834.5126116377,79768.5202544592
Peru,PER,27324.0204631898,28238.2276063213,27778.8029554607,28058.8626972207,27921.3330115687,28555.7457858585,29901.9512596231,28882.582585299,29314.091082651,29765.976466038
Philippines,PHL,19445.0689340997,20231.5517324942,22012.7681484427,22946.5606688191,23666.3655072362,22857.1677303125,23200.7138914669,22362.2718653738,23099.0225285148,24096.9426407529
Papua New Guinea,PNG,13436.0379054039,13688.4557330064,13703.4547766694,13197.5759985549,13341.5533436087,12660.1596128723,12167.1735760949,12377.0407470354,12557.6150631444,12776.9513699284
Poland,POL,70974.0399130611,71896.337579403,74290.6952592059,78196.8288814706,81523.8941655584,80899.9848892695,86097.7053199019,90060.9191471782,89820.2892665192,92678.2654803194
Puerto Rico,PRI,141815.934023607,140524.225213787,137258.479525208,131178.38561019,129179.021766408,125369.968920656,127987.021414424,125755.781190547,126377.27318112,129842.236431625
Portugal,PRT,81515.9716884415,82144.8357565023,82205.4936208958,82700.1686691589,84201.590256812,79242.5824043433,83115.8184803071,86425.5572213406,86864.884549507,87623.7711827863
Paraguay,PRY,31861.2792224227,31894.7551360583,32660.9700833638,32801.5005449249,32048.2126622845,32634.0533557289,32561.0651307718,32622.4801856071,33339.9264991712,34333.9576214151
Palestine,PSE,29955.3692675493,32293.5879986927,32602.3210556777,32800.3816133074,31365.6640504601,29457.487102834,29095.4811616882,27595.5393534341,,
Qatar,QAT,164155.454038063,159274.280955288,152662.27627811,152786.56664634,151626.542879253,140048.632665857,160399.90137503,154792.910813969,156590.562788145,149537.835903088
Romania,ROU,72285.9785949879,74585.4093235145,79067.4533753668,83891.7265520424,87205.3365659748,85594.119384294,90776.102087094,94435.8589692995,98259.7448448085,99042.7252003846
Russia,RUS,72291.94473611,72345.5596164819,73933.6406227496,75826.8949527443,78166.245870728,77508.7687129579,80869.7385217061,79314.0480990281,82266.0757742537,86143.3446839514
Rwanda,RWA,7109.36710988153,7330.05225114832,7419.45099872865,7728.49339243518,8520.96882545312,7497.64717302617,9088.40331283621,9154.77624285661,8815.42514480089,9325.64466961032
Saudi Arabia,SAU,138413.719571836,133235.528813627,139472.121102325,147831.4553836,146094.08471463,133717.552576812,141331.550630386,148001.848516468,138608.994588879,134097.672474681
Sudan,SDN,19284.1091135707,19529.4946085322,19156.1376170365,18145.5331356467,17418.8010626051,16857.4101822371,16262.3129821283,15276.6478826748,,
Senegal,SEN,14701.5484760912,13381.1200534149,15063.6101661991,14600.4036964297,13972.7002212484,13883.168858343,14143.9099943861,14194.1995228962,14349.6465645582,14878.3518038146
Singapore,SGP,186529.463471437,192039.286458067,201366.325701543,206940.018708493,204683.223038573,200255.48262408,224002.692383379,225785.217182617,219257.120122676,222072.040598954
Solomon Is.,SLB,5300.04343312104,5383.41820418221,5335.9443236339,5273.71954605401,5201.21698110396,4944.47689078819,4914.24347615166,4864.68567603581,4846.6424867656,4823.04117299438
Sierra Leone,SLE,8436.53625668294,8801.47442116056,8887.64656356123,8935.38599187877,9171.7925018951,8905.15864979049,9119.72880165196,9228.84881824818,9486.97050374374,9635.99029833656
El Salvador,SLV,23971.0095057868,24185.4775824593,24599.3142781727,25035.7747508201,25056.0973682155,24405.8111245088,25801.315838922,25572.5687541818,26036.2248884996,26336.7416022708
Somalia,SOM,9215.58295378265,9482.10133218718,10445.7523394351,10303.1812518441,10211.6293422882,9703.21458418573,9686.81794455548,9508.23302926946,9571.76453210474,9592.88204232461
Serbia,SRB,50506.7187567513,49117.0170845063,48946.5680362301,50661.3518031471,51854.5530884205,51582.0363867003,53396.4982808953,54500.781580261,57246.8425955755,59212.7740373819
São Tomé and Principe,STP,41753.9680873566,42689.1228225764,43234.2053116328,44287.5824092652,44437.1848653222,45848.0590026725,45051.5018187489,42792.7210133519,41854.5396601501,41226.3996566217
Suriname,SUR,63454.8616987805,59232.312416997,59181.4885948853,60868.9981994483,60561.0856352443,53405.4179173168,50802.3036367573,51129.4541075349,51380.6668800692,52024.3366958426
Slovakia,SVK,74993.0310188741,74409.0130474707,75417.9299621343,77377.0173567282,78700.2669357374,78296.7600683867,81372.3569348175,80075.3456360503,81516.4790476657,83055.2620775119
Slovenia,SVN,86293.7918424419,89172.9911701021,89695.3922018196,91315.6118427164,94133.7214288996,91106.3492153694,97320.3692815792,97791.8469942911,99531.720410365,100823.237262889
Sweden,SWE,120545.548780684,121229.088308001,121054.44117072,121389.868762259,123710.014749329,123001.88541571,129612.302096305,127769.382296299,126414.446590125,128256.805300823
eSwatini,SWZ,37203.705230262,38299.3562361288,39744.9695456023,40731.450719186,44146.0270264914,46058.5539928593,47531.964677516,48870.5102156016,49988.1601837869,50288.7003354058
Syria,SYR,27757.3586432389,25965.06707879,25231.8345730763,24429.0126736453,22931.6523328137,22183.3998304497,21468.9479188448,19852.5202464802,18225.7371987396,
Chad,TCD,8997.56319405501,8435.47971039184,8086.19682007587,8318.67972586782,8469.38442375535,8276.4481816913,7958.38943454205,8425.35958301537,8291.3841965029,8102.6478260003
Togo,TGO,6960.69394272583,7121.8065280661,7272.83206369154,7359.21766321407,7455.93288598046,7485.06380938948,7686.77979876406,7818.53145770525,8072.66323357741,8266.55164870949
Thailand,THA,33361.8467398692,34706.2573619582,36301.276344058,37364.4397250631,38366.1569552291,35914.6207865648,36345.6913344344,36892.9327467022,37582.5641981473,38616.367733741
Tajikistan,TJK,12724.8466283528,13262.7445832628,13988.8302438011,14852.2034934097,15756.5814650972,16432.8766185229,17427.3926813268,18259.2490884554,19311.624264964,20501.2134611454
Turkmenistan,TKM,40142.0969783983,41887.5936077051,43886.6868207547,45888.4691633123,48070.4864380522,51693.9279439088,53756.4049627784,54656.227874255,57172.7883866399,57512.8298757821
Timor-Leste,TLS,11390.8988371379,11519.5208764524,10741.9353337683,10359.7144766838,12489.2222477058,16106.4163091192,16511.3119091983,12513.1696703778,10100.2178371041,9674.93964463556
Tonga,TON,18156.2588596534,19520.9742108946,20278.8836940286,20480.9239218098,20396.918811197,21081.4830889672,21067.8278231291,20815.1942981723,21540.3095885606,
Trinidad and Tobago,TTO,78760.0950673976,74352.5828077298,71187.3599488064,70658.9429472873,71117.9557204575,67315.0318430325,67825.7353315513,67554.341800962,68300.9798286512,69900.5479227994
Tunisia,TUN,42196.348334399,42287.3723250399,42952.9926939747,42756.1367798285,42985.3932643552,41254.5374446684,42727.5342150919,42941.6078320114,42981.4656903952,43858.7436568248
Turkey,TUR,73490.2555737485,74102.0980632588,77179.529099271,77705.527937945,79939.2162055263,85757.6875298405,89444.5628775016,88599.497571676,90796.2332748558,91374.8740555877
Tanzania,TZA,6629.20406857146,6818.50706248797,7016.64854037809,7154.78238250684,7335.28832498707,7558.80523531327,7328.79547960156,7387.9308642456,7510.74666491043,7677.6807452185
Uganda,UGA,6645.66481103676,6910.1779850484,7093.27954553307,6806.31848798134,6622.21935576457,6463.76710697646,6354.79552479968,6213.31184165624,6336.57666351767,6505.07731168524
Ukraine,UKR,33665.0529979992,34764.1061245004,35835.7324026933,36994.8441693595,38113.50342085,38229.3434679099,40308.3359337474,,,
Uruguay,URY,61097.7114741297,62338.4801835047,63607.3365948229,64121.0224970058,64744.936215255,63144.7037528283,64023.1168725835,65393.9648258428,65200.5046950858,67011.4900890762
United States of America,USA,135038.955151717,135265.257755882,136420.185574135,138621.235994569,140255.892055835,145799.895375942,149654.666813837,148651.6235516,150436.445058087,153724.510471246
Uzbekistan,UZB,19450.9867916342,20360.6479725984,21125.6974471176,21953.0219696691,23088.171472426,23623.1694411093,24928.0732190511,25817.5266603026,27043.8431358432,28469.4621123779
St. Vin. and Gren.,VCT,36196.431360032,37591.9998805608,38165.0217494775,39405.3997882464,39919.6063492156,39983.1774108357,40637.9838860387,40802.4608009891,42533.2829287488,44063.0854708656
U.S. Virgin Is.,VIR,103414.852571036,105231.121584379,102082.54937796,111244.920355092,119991.808405705,120763.041347265,122287.307419573,117998.227830043,,
Vietnam,VNM,16009.8086878279,17000.2147796543,17973.3795572139,18936.4394759814,20457.7304210902,21529.5499916683,22095.6315406905,23264.7760930193,24333.2482522191,25849.7137223478
Vanuatu,VUT,9418.14398081424,9656.44062514289,9984.61778789652,10166.719419694,10392.0016912948,9597.07358763904,9316.67881783441,9463.60408451215,9117.69087400234,9265.66498077998
Samoa,WSM,20804.2319594447,22451.5382710637,22707.9776939604,23068.2096616828,24750.7643080166,24973.8355976185,23868.9484296817,22989.0195301338,25150.5819682917,27514.3132732043
South Africa,ZAF,47027.8615960027,47571.4798429959,47429.9788475203,47535.3076874791,47461.5376300893,46936.8222352159,50773.6461226722,49209.1559636943,46605.0410086208,46906.4336952101
Zambia,ZMB,11788.2662941808,11724.6259706821,11634.5095722354,11756.5228608273,11354.7011934137,10463.7779442582,10763.0461293548,11129.4228550126,11319.4355246741,11371.2977797982
Zimbabwe,ZWE,9564.39953564304,9527.41021340108,9844.59974675468,10187.9028436281,9409.14280825874,8730.71377358538,9261.32985713839,9706.31762378127,9891.52336639283,9827.03082590321
